index,house_type_id,is_renewal_needed,is_new_development,sq_mt_built,n_rooms,n_bathrooms,is_exterior,has_lift,has_parking,has_storage_room,has_terrace,has_balcony,has_pool,latitude,longitude,floor_1,floor_2,floor_3,floor_4,floor_5,floor_6,floor_7,floor_8,floor_9,floor_Bajo,floor_Entreplanta exterior,floor_Entreplanta interior,floor_Semi-sótano exterior,floor_Semi-sótano interior,floor_Sótano exterior,floor_Sótano interior,buy_price
43,0,0,1,109.0,3,2.0,1,1,1,1,1,0,1,40.3399339,-3.6733878585167616,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216278
44,0,0,1,107.0,3,2.0,1,1,1,1,1,0,1,40.3399339,-3.6733878585167616,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207503
45,0,0,1,76.0,2,2.0,1,1,1,1,0,0,1,40.3399339,-3.6733878585167616,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,162793
46,0,0,1,105.0,3,2.0,1,1,1,1,1,0,1,40.3399339,-3.6733878585167616,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204999
47,0,0,1,109.0,3,2.0,1,1,1,1,1,0,1,40.3399339,-3.6733878585167616,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,220879
48,0,0,1,108.0,3,2.0,1,1,1,1,1,0,1,40.3399339,-3.6733878585167616,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,218258
49,0,0,1,109.0,3,2.0,1,1,1,1,1,0,1,40.3399339,-3.6733878585167616,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,231855
50,0,0,1,76.0,2,2.0,1,1,1,1,0,0,1,40.3399339,-3.6733878585167616,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,163397
51,0,0,1,76.0,2,2.0,1,1,1,1,0,0,1,40.3399339,-3.6733878585167616,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160759
52,0,0,1,108.0,3,2.0,1,1,1,1,1,0,1,40.3399339,-3.6733878585167616,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,217169
53,0,0,1,76.0,2,2.0,1,1,1,1,0,0,1,40.3399339,-3.6733878585167616,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,165208
54,0,0,1,109.0,3,2.0,1,1,1,1,1,0,1,40.3399339,-3.6733878585167616,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,219775
55,0,0,1,108.0,3,2.0,1,1,1,1,1,0,1,40.3399339,-3.6733878585167616,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,230817
56,0,0,1,108.0,3,2.0,1,1,1,1,1,0,1,40.3399339,-3.6733878585167616,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213722
57,2,0,1,111.0,2,2.0,1,1,1,1,1,0,1,40.3399339,-3.6733878585167616,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,230749
58,0,0,1,115.0,3,2.0,1,1,1,1,0,0,1,40.3399339,-3.6733878585167616,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233789
59,0,0,1,115.0,3,2.0,1,1,1,1,0,0,1,40.3399339,-3.6733878585167616,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230789
60,0,0,1,117.0,3,2.0,1,1,1,1,1,0,1,40.3399339,-3.6733878585167616,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244171
61,0,0,1,117.0,3,2.0,1,1,1,1,1,0,1,40.3399339,-3.6733878585167616,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243468
62,0,0,1,117.0,3,2.0,1,1,1,1,1,0,1,40.3399339,-3.6733878585167616,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244798
63,0,0,1,118.0,3,2.0,1,1,1,1,0,0,1,40.3399339,-3.6733878585167616,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219235
64,0,0,1,115.0,3,2.0,1,1,1,1,0,0,1,40.3399339,-3.6733878585167616,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,242789
65,0,0,1,106.0,3,2.0,1,1,0,0,1,0,1,40.3399339,-3.6733878585167616,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,251569
66,0,0,1,103.0,3,2.0,1,1,0,0,1,0,1,40.3399339,-3.6733878585167616,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,235402
67,0,0,1,103.0,3,2.0,1,1,0,0,1,0,1,40.3399339,-3.6733878585167616,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235172
68,0,0,1,103.0,3,2.0,1,1,0,0,1,0,1,40.3399339,-3.6733878585167616,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,236227
69,0,0,1,114.0,3,2.0,1,1,0,0,1,0,1,40.3399339,-3.6733878585167616,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254710
70,1,0,0,140.0,3,3.0,1,1,0,1,1,0,1,40.3399339,-3.6733878585167616,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,272500
71,0,0,0,58.0,3,1.0,1,0,0,0,0,0,0,40.3558406,-3.6883988896386386,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85000
72,0,0,0,65.0,3,1.0,1,0,0,0,1,0,0,40.34326305,-3.688352297394898,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94000
73,0,0,0,110.0,4,2.0,1,0,0,0,1,1,0,40.3558406,-3.6883988896386386,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175000
74,0,0,0,173.0,4,2.0,1,1,1,1,0,0,1,40.3399339,-3.6733878585167616,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268000
75,2,0,0,75.0,2,1.0,1,1,0,1,1,0,0,40.345538899999994,-3.7109697,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,156000
76,2,0,1,90.0,1,1.0,1,1,1,1,1,0,1,40.3399339,-3.6733878585167616,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,183159
77,0,0,0,125.0,3,2.0,1,1,1,1,0,0,0,40.3558406,-3.6883988896386386,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210000
78,0,0,0,58.0,2,1.0,1,0,0,0,0,0,0,40.345538899999994,-3.7109697,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,85000
