,is_renewal_needed,is_new_development,m2,n_rooms,n_bathrooms,floor,is_exterior,has_lift,has_parking,has_storage_room,has_terrace,has_balcony,has_pool,latitude,longitude,buy_price
15,1,0,75.0,3,1.0,3.0,1,1,0,0,1,0,0,40.3455389,-3.7109697,129900
19,1,0,76.0,3,1.0,2.0,1,0,0,0,1,0,0,40.3455389,-3.7109697,110000
20,0,0,75.0,3,1.0,3.0,1,0,1,0,1,0,0,40.3455389,-3.7109697,138000
22,1,0,65.0,3,1.0,1.0,1,1,0,0,0,0,1,40.3558406,-3.688398889638639,150000
25,0,0,72.0,2,1.0,3.0,1,0,1,0,0,1,0,40.3455389,-3.7109697,138000
26,0,0,61.0,3,1.0,5.0,1,0,0,0,0,1,0,40.3399339,-3.6733878585167616,100000
34,1,0,45.0,2,1.0,1.0,1,0,0,0,0,1,0,40.3558406,-3.688398889638639,85000
35,0,0,74.0,3,1.0,1.0,1,0,0,1,0,0,0,40.3551089,-3.7001047141537535,139000
40,0,0,62.0,2,1.0,0.0,1,1,0,0,0,0,0,40.3455389,-3.7109697,123000
77,0,0,125.0,3,2.0,1.0,1,1,1,1,0,0,0,40.3558406,-3.688398889638639,210000
81,0,0,54.0,2,1.0,2.0,1,0,0,0,0,1,0,40.3455389,-3.7109697,110000
82,0,0,52.0,2,1.0,1.0,1,0,0,0,0,0,0,40.3558406,-3.688398889638639,100000
88,0,0,80.0,3,2.0,4.0,1,1,1,0,0,0,1,40.3558406,-3.688398889638639,220000
91,0,0,70.0,2,2.0,4.0,1,1,1,1,0,0,1,40.3558406,-3.688398889638639,210000
99,0,1,103.0,3,2.0,1.0,1,1,1,1,0,0,1,40.3399339,-3.6733878585167616,245000
111,0,0,90.0,3,2.0,2.0,1,1,0,1,1,0,0,40.3551089,-3.7001047141537535,195000
113,0,0,80.0,3,1.0,0.0,1,0,0,0,1,0,0,40.3455389,-3.7109697,145000
122,0,0,90.0,3,2.0,2.0,1,1,1,1,0,0,1,40.3399339,-3.6733878585167616,225000
157,1,0,72.0,3,1.0,3.0,1,1,0,0,1,0,0,40.3455389,-3.7109697,119900
167,0,0,58.0,3,1.0,3.0,1,0,0,0,0,1,0,40.3399339,-3.6733878585167616,105000
168,0,0,82.0,3,1.0,4.0,1,0,0,0,0,1,0,40.3455389,-3.7109697,120000
179,0,0,81.0,3,2.0,3.0,1,1,1,1,0,0,0,40.3455389,-3.7109697,155000
182,0,0,80.0,3,1.0,0.0,1,0,0,0,1,0,0,40.3455389,-3.7109697,140000
183,0,0,80.0,3,1.0,3.0,1,1,0,0,1,0,0,40.3551089,-3.7001047141537535,165000
188,0,0,71.0,2,2.0,2.0,1,1,0,1,0,0,1,40.3558406,-3.688398889638639,198000
190,0,0,65.0,2,1.0,2.0,1,0,0,0,0,0,0,40.34326305,-3.688352297394898,110000
198,0,0,90.0,3,2.0,3.0,1,1,1,1,1,0,0,40.3455389,-3.7109697,155000
210,0,0,103.0,3,2.0,4.0,1,1,1,1,0,0,1,40.3558406,-3.688398889638639,250000
212,0,0,70.0,3,1.0,3.0,1,1,0,0,0,0,0,40.34326305,-3.688352297394898,99000
215,1,0,70.0,3,1.0,2.0,1,0,0,0,0,0,0,40.3558406,-3.688398889638639,120000
216,0,0,71.0,3,1.0,1.0,1,1,0,0,0,0,0,40.3558406,-3.688398889638639,149000
217,1,0,70.0,3,1.0,3.0,1,1,0,0,0,0,0,40.3558406,-3.688398889638639,135000
232,0,0,65.0,2,1.0,0.0,1,0,0,0,0,0,0,40.3455389,-3.7109697,99000
234,0,0,75.0,3,1.0,5.0,0,0,0,0,0,0,0,40.3551089,-3.7001047141537535,110000
244,0,0,95.0,3,1.0,0.0,1,0,1,1,0,0,1,40.3455389,-3.7109697,199000
246,0,0,69.0,2,1.0,1.0,1,1,0,0,0,0,1,40.3455389,-3.7109697,240000
252,0,0,55.0,2,1.0,2.0,1,0,0,0,0,0,0,40.3455389,-3.7109697,110000
263,0,0,125.0,3,2.0,1.0,1,1,1,1,0,0,0,40.3558406,-3.688398889638639,210000
265,0,0,61.0,3,1.0,4.0,1,0,0,0,0,0,0,40.3399339,-3.6733878585167616,100000
267,0,0,80.0,2,1.0,3.0,1,1,0,1,1,0,0,40.3551089,-3.7001047141537535,115000
269,0,0,60.0,2,1.0,3.0,1,0,0,0,0,0,0,40.34326305,-3.688352297394898,95000
275,0,0,58.0,2,1.0,1.0,1,0,0,0,0,0,0,40.3558406,-3.688398889638639,118000
277,0,0,50.0,2,1.0,3.0,1,0,0,0,0,0,0,40.3558406,-3.688398889638639,105000
279,0,0,90.0,3,2.0,1.0,1,1,1,1,0,0,1,40.3399339,-3.6733878585167616,290000
282,0,0,60.0,2,1.0,2.0,1,0,0,0,0,1,0,40.3455389,-3.7109697,125000
288,0,0,70.0,3,1.0,3.0,1,0,0,0,1,0,0,40.3455389,-3.7109697,135000
289,0,0,75.0,2,2.0,0.0,1,0,0,0,0,0,0,40.3558406,-3.688398889638639,195000
291,0,0,91.0,2,2.0,1.0,1,1,1,1,0,0,1,40.3455389,-3.7109697,215000
293,0,0,61.0,3,1.0,1.0,1,0,0,0,0,0,0,40.3551089,-3.7001047141537535,125000
294,0,0,73.0,2,1.0,1.0,1,0,0,0,1,0,0,40.3558406,-3.688398889638639,120000
296,0,0,68.0,2,1.0,4.0,1,0,0,0,1,0,0,40.3551089,-3.7001047141537535,125000
298,0,0,56.0,3,1.0,1.0,1,1,0,0,1,0,0,40.3558406,-3.688398889638639,105000
305,0,0,75.0,3,1.0,3.0,1,0,0,0,1,0,0,40.3455389,-3.7109697,120000
310,0,0,56.0,2,1.0,4.0,1,0,0,0,0,0,0,40.3551089,-3.7001047141537535,109000
312,0,0,71.0,2,1.0,1.0,1,0,0,0,1,0,0,40.3558406,-3.688398889638639,120000
313,0,0,76.0,3,1.0,2.0,1,1,0,0,1,0,0,40.34326305,-3.688352297394898,110000
315,0,0,90.0,3,2.0,3.0,1,1,1,0,0,1,0,40.3455389,-3.7109697,180000
319,0,0,50.0,1,1.0,2.0,1,1,0,0,0,0,0,40.3399339,-3.6733878585167616,125000
322,0,0,60.0,3,1.0,0.5,1,1,0,0,0,0,0,40.34326305,-3.688352297394898,120000
324,0,0,60.0,3,1.0,4.0,1,0,0,0,0,0,0,40.34326305,-3.688352297394898,140000
328,0,0,60.0,3,1.0,4.0,1,0,0,0,0,0,0,40.34326305,-3.688352297394898,145000
330,0,0,81.0,3,1.0,3.0,1,1,0,0,1,0,0,40.3551089,-3.7001047141537535,160000
331,0,0,75.0,3,1.0,3.0,1,0,1,1,1,0,0,40.3558406,-3.688398889638639,180000
332,0,0,72.0,3,1.0,2.0,1,1,0,0,1,0,0,40.3455389,-3.7109697,130000
333,0,0,95.0,2,2.0,3.0,1,1,1,0,0,0,1,40.3399339,-3.6733878585167616,250000
334,0,0,49.0,1,1.0,2.0,1,1,1,1,0,0,1,40.3455389,-3.7109697,190000
343,0,0,75.0,3,1.0,4.0,1,1,0,0,0,0,0,40.34326305,-3.688352297394898,155000
345,0,0,48.0,2,1.0,4.0,1,1,0,1,0,0,0,40.3399339,-3.6733878585167616,120000
346,1,0,80.0,3,1.0,0.0,1,0,0,0,1,0,0,40.3558406,-3.688398889638639,125000
352,0,0,50.0,2,1.0,2.0,1,0,0,0,0,0,0,40.3455389,-3.7109697,140000
354,0,0,80.0,3,1.0,1.0,1,0,0,0,1,0,0,40.3551089,-3.7001047141537535,150000
355,0,0,65.0,2,1.0,0.0,1,0,0,0,0,0,0,40.3558406,-3.688398889638639,110000
360,0,0,72.0,3,1.0,2.0,1,0,0,0,1,0,0,40.3455389,-3.7109697,140000
363,0,0,67.0,2,1.0,5.0,1,0,0,1,0,0,0,40.3551089,-3.7001047141537535,115000
364,0,0,60.0,2,1.0,0.0,1,0,0,0,0,0,1,40.3455389,-3.7109697,150000
365,0,0,60.0,2,1.0,1.0,1,0,0,0,0,0,0,40.3455389,-3.7109697,120000
366,0,0,60.0,3,1.0,1.0,1,0,0,1,0,0,0,40.34326305,-3.688352297394898,105000
369,0,0,55.0,2,1.0,3.0,1,0,0,0,0,0,0,40.3455389,-3.7109697,95000
385,0,0,60.0,2,1.0,3.0,1,0,0,0,1,0,0,40.3455389,-3.7109697,95000
387,0,0,93.0,2,2.0,1.0,1,1,1,1,0,0,0,40.3455389,-3.7109697,210000
388,0,0,80.0,2,2.0,1.0,1,1,1,1,0,0,1,40.3399339,-3.6733878585167616,250000
389,0,0,54.0,2,1.0,3.0,1,0,0,0,0,0,0,40.3551089,-3.7001047141537535,148000
390,0,0,64.0,2,1.0,0.0,1,0,0,0,0,0,0,40.3455389,-3.7109697,99000
393,0,0,62.0,2,2.0,2.0,1,0,0,0,0,0,0,40.3455389,-3.7109697,148000
395,0,0,83.0,3,1.0,3.0,1,0,0,0,1,0,0,40.3455389,-3.7109697,155000
396,0,0,68.0,3,1.0,2.0,1,0,0,0,0,0,0,40.3399339,-3.6733878585167616,97000
398,1,0,65.0,3,1.0,3.0,1,0,0,0,1,1,0,40.3455389,-3.7109697,110000
401,0,0,49.0,2,1.0,0.0,1,0,0,0,0,0,0,40.3455389,-3.7109697,120000
407,0,0,55.0,2,1.0,0.0,1,1,0,0,0,0,0,40.3551089,-3.7001047141537535,135000
408,0,0,70.0,2,1.0,3.0,1,0,0,0,1,0,0,40.3455389,-3.7109697,126000
410,0,0,74.0,2,2.0,2.0,1,1,0,1,0,0,1,40.3558406,-3.688398889638639,198000
411,0,0,64.0,2,1.0,2.0,1,0,0,0,0,0,0,40.3551089,-3.7001047141537535,150000
413,0,0,113.0,3,2.0,1.0,1,1,1,1,0,0,1,40.3558406,-3.688398889638639,359900
417,0,0,101.0,2,2.0,0.0,1,1,1,1,1,0,1,40.3455389,-3.7109697,245000
418,0,0,75.0,2,1.0,3.0,1,0,0,0,1,0,0,40.3455389,-3.7109697,146000
425,0,0,65.0,2,1.0,4.0,1,0,0,0,1,1,0,40.3455389,-3.7109697,105000
428,0,0,65.0,3,1.0,0.5,1,1,0,0,0,0,0,40.34326305,-3.688352297394898,120000
431,0,0,65.0,3,1.0,2.0,1,0,0,0,1,0,0,40.34326305,-3.688352297394898,120000
436,0,0,80.0,2,2.0,1.0,1,1,1,1,1,1,0,40.3399339,-3.6733878585167616,250000
438,0,0,67.0,3,1.0,1.0,1,0,0,0,0,1,0,40.3455389,-3.7109697,150000
446,0,0,85.0,3,1.0,2.0,1,0,1,1,1,0,0,40.3558406,-3.688398889638639,159000
451,0,0,89.0,3,2.0,5.0,1,1,1,1,0,0,1,40.3399339,-3.6733878585167616,235000
458,0,0,80.0,3,1.0,1.0,1,0,1,0,1,0,0,40.3455389,-3.7109697,135000
467,0,0,62.0,3,1.0,2.0,1,0,0,0,0,0,0,40.34326305,-3.688352297394898,108000
476,0,0,64.0,2,1.0,1.0,1,1,1,1,0,0,0,40.3455389,-3.7109697,149999
478,0,0,72.0,2,1.0,3.0,1,1,0,0,0,0,0,40.3551089,-3.7001047141537535,139000
481,0,0,59.0,2,2.0,3.0,1,0,0,0,1,0,0,40.3455389,-3.7109697,99000
482,0,0,90.0,3,1.0,2.0,1,0,1,1,1,1,0,40.3455389,-3.7109697,190000
488,0,0,89.0,2,2.0,4.0,1,1,1,1,1,0,1,40.3399339,-3.6733878585167616,250000
495,1,0,67.0,3,1.0,3.0,1,0,0,0,1,0,0,40.3455389,-3.7109697,99000
499,0,0,57.0,3,1.0,3.0,1,0,0,0,0,0,0,40.34326305,-3.688352297394898,109000
500,0,0,125.0,3,2.0,1.0,1,1,1,1,1,1,0,40.3558406,-3.688398889638639,210000
508,0,0,52.0,2,1.0,1.0,1,0,0,0,0,0,0,40.3558406,-3.688398889638639,99900
511,0,0,69.0,2,1.0,0.0,1,1,0,0,0,0,0,40.3455389,-3.7109697,119000
514,0,0,65.0,3,1.0,3.0,1,0,0,0,1,1,0,40.3455389,-3.7109697,99000
517,0,0,65.0,3,1.0,2.0,1,0,0,0,1,0,0,40.34326305,-3.688352297394898,95000
522,0,0,75.0,3,1.0,2.0,1,0,0,0,0,0,0,40.3558406,-3.688398889638639,125000
523,0,0,60.0,3,1.0,1.0,1,0,0,0,0,0,0,40.34326305,-3.688352297394898,110000
524,0,0,75.0,2,1.0,1.0,1,0,0,0,1,0,0,40.3558406,-3.688398889638639,125000
536,0,0,50.0,2,1.0,0.5,1,0,0,0,0,0,0,40.3399339,-3.6733878585167616,99000
537,0,0,70.0,3,1.0,3.0,1,0,0,0,1,0,0,40.3455389,-3.7109697,99000
542,0,0,125.0,3,2.0,1.0,1,1,1,1,0,0,0,40.3558406,-3.688398889638639,210000
547,0,0,75.0,3,1.0,2.0,1,0,0,0,1,0,0,40.3558406,-3.688398889638639,136000
554,0,0,75.0,3,1.0,0.5,1,1,0,1,0,0,0,40.3551089,-3.7001047141537535,140000
559,0,1,85.0,2,2.0,1.0,1,1,1,1,0,0,1,40.3399339,-3.6733878585167616,185000
567,0,0,112.0,3,2.0,3.0,1,1,1,1,0,0,1,40.3399339,-3.6733878585167616,299000
587,0,0,60.0,2,1.0,0.0,1,0,0,0,0,0,0,40.34326305,-3.688352297394898,130000
591,0,0,70.0,3,1.0,1.0,1,0,0,0,0,1,0,40.3455389,-3.7109697,130000
593,0,0,51.0,3,1.0,3.0,1,0,0,0,1,0,0,40.3455389,-3.7109697,115000
595,0,0,55.0,2,1.0,0.0,1,0,0,0,0,0,0,40.3558406,-3.688398889638639,109000
596,0,0,73.0,3,1.0,0.5,1,0,0,0,0,0,0,40.3551089,-3.7001047141537535,115000
600,0,0,65.0,2,1.0,2.0,0,0,0,0,0,1,0,40.3558406,-3.688398889638639,126000
602,0,0,50.0,2,1.0,3.0,1,0,0,0,0,0,0,40.3558406,-3.688398889638639,105000
613,0,0,60.0,2,1.0,3.0,1,0,1,0,1,0,0,40.3455389,-3.7109697,135000
618,0,0,89.0,3,1.0,1.0,1,1,0,0,1,0,0,40.3551089,-3.7001047141537535,165000
620,0,0,75.0,3,1.0,2.0,1,0,1,0,0,0,0,40.3558406,-3.688398889638639,130000
625,0,0,70.0,2,1.0,0.0,1,0,0,0,0,0,0,40.3455389,-3.7109697,119000
626,0,0,59.0,2,1.0,2.0,1,0,0,0,1,0,0,40.3558406,-3.688398889638639,110000
630,0,0,81.0,3,1.0,4.0,1,1,0,0,1,0,0,40.3551089,-3.7001047141537535,175000
631,1,0,59.0,3,1.0,2.0,1,0,0,0,1,0,0,40.3551089,-3.7001047141537535,90000
632,1,0,66.0,2,1.0,3.0,1,0,0,0,0,0,0,40.3455389,-3.7109697,99000
636,0,0,61.0,3,1.0,1.0,1,0,0,0,0,0,0,40.3551089,-3.7001047141537535,123000
640,0,0,83.0,3,1.0,2.0,1,1,1,0,1,0,0,40.3455389,-3.7109697,159000
644,0,0,61.0,3,1.0,5.0,1,1,0,0,1,0,0,40.34326305,-3.688352297394898,95000
645,0,0,59.0,2,1.0,3.0,1,0,0,0,0,0,0,40.3558406,-3.688398889638639,132000
649,0,0,63.0,3,1.0,5.0,1,0,0,0,0,0,0,40.34326305,-3.688352297394898,100000
663,0,0,80.0,2,2.0,3.0,1,1,1,1,0,0,0,40.404289,-3.5466159,240000
665,1,0,60.0,2,1.0,2.0,1,0,0,0,1,0,0,40.4058276,-3.6051718,109000
666,0,0,76.0,1,1.0,0.0,1,1,1,1,1,0,1,40.404289,-3.5466159,180000
667,0,0,70.0,3,1.0,0.5,1,0,0,1,1,0,0,40.4058276,-3.6051718,155000
668,0,0,63.0,3,1.0,2.0,1,0,0,0,0,0,0,40.4058276,-3.6051718,138000
671,1,0,73.0,3,1.0,5.0,1,1,1,0,1,0,0,40.4058276,-3.6051718,155000
672,0,0,87.0,2,1.0,0.0,1,0,0,0,1,0,0,40.40528629999999,-3.6072004,169000
674,0,0,70.0,2,1.0,0.0,1,0,0,0,0,0,0,40.40528629999999,-3.6072004,165000
676,0,0,62.0,2,1.0,1.0,1,1,0,0,0,0,0,40.40528629999999,-3.6072004,130000
678,0,0,86.0,2,2.0,1.0,1,1,1,1,0,0,1,40.401583333333,-3.5990944444444,250000
679,0,0,78.0,2,2.0,0.5,1,1,1,0,0,0,0,40.401583333333,-3.5990944444444,210000
695,0,0,80.0,3,1.0,0.0,1,1,0,0,0,0,0,40.4058276,-3.6051718,145000
696,0,0,60.0,2,1.0,3.0,1,1,0,0,1,1,0,40.40528629999999,-3.6072004,159000
698,0,1,87.0,2,2.0,3.0,1,1,1,1,1,0,1,40.404289,-3.5466159,245000
699,0,1,54.0,1,1.0,3.0,1,1,1,1,0,0,1,40.404289,-3.5466159,170000
713,0,0,57.0,2,1.0,3.0,1,0,0,0,1,1,0,40.4058276,-3.6051718,115000
714,0,0,51.0,2,1.0,3.0,1,0,0,0,0,0,0,40.40528629999999,-3.6072004,110000
716,0,0,63.0,3,1.0,3.0,1,0,0,1,1,1,0,40.4058276,-3.6051718,145000
717,0,0,60.0,3,1.0,4.0,1,0,0,0,1,1,0,40.4058276,-3.6051718,135000
719,0,0,63.0,3,1.0,2.0,1,0,0,0,0,0,0,40.4058276,-3.6051718,139900
720,1,0,66.0,3,1.0,1.0,1,1,0,0,0,1,0,40.4058276,-3.6051718,138000
721,1,0,66.0,3,1.0,3.0,1,1,0,0,1,0,0,40.40528629999999,-3.6072004,135000
723,1,0,68.0,3,1.0,0.0,1,1,0,0,1,0,0,40.40528629999999,-3.6072004,135000
725,0,0,66.0,3,1.0,2.0,1,1,0,0,0,0,0,40.4058276,-3.6051718,165000
726,1,0,61.0,3,1.0,2.0,1,0,0,0,1,0,0,40.4058276,-3.6051718,130000
728,1,0,61.0,3,1.0,4.0,1,0,0,0,0,0,0,40.4058276,-3.6051718,125000
734,1,0,56.0,2,1.0,1.0,1,0,0,0,0,0,0,40.40528629999999,-3.6072004,110000
736,1,0,54.0,2,1.0,4.0,1,0,0,0,0,0,0,40.40528629999999,-3.6072004,115000
739,0,0,65.0,3,1.0,2.0,1,0,0,0,1,0,0,40.4058276,-3.6051718,135000
740,0,0,71.0,2,1.0,0.0,1,0,0,0,0,0,0,40.40528629999999,-3.6072004,165000
741,0,0,60.0,2,1.0,1.0,1,1,0,0,0,0,0,40.40528629999999,-3.6072004,135000
762,1,0,73.0,3,1.0,5.0,1,1,1,0,1,0,0,40.4058276,-3.6051718,155000
765,0,0,75.0,3,2.0,2.0,1,1,1,1,0,1,0,40.401583333333,-3.5990944444444,260000
767,1,0,59.0,3,1.0,2.0,1,0,0,0,1,0,0,40.40528629999999,-3.6072004,115000
768,1,0,65.0,3,1.0,1.0,1,0,0,0,0,0,0,40.40528629999999,-3.6072004,150000
773,1,0,60.0,3,1.0,2.0,1,0,0,0,0,0,0,40.4058276,-3.6051718,115000
780,0,0,65.0,3,1.0,2.0,1,0,0,0,1,0,0,40.4058276,-3.6051718,120000
782,1,0,73.0,3,1.0,2.0,1,0,0,1,1,0,0,40.40528629999999,-3.6072004,139000
783,0,0,74.0,2,1.0,4.0,1,1,0,1,0,0,0,40.4058276,-3.6051718,160000
784,0,0,74.0,2,1.0,4.0,1,1,0,1,0,0,0,40.4058276,-3.6051718,160000
785,0,0,62.0,2,1.0,4.0,1,0,0,0,1,0,0,40.4058276,-3.6051718,140000
786,0,0,63.0,3,1.0,3.0,1,0,0,0,1,0,0,40.4058276,-3.6051718,126000
793,1,0,64.0,3,1.0,0.0,1,1,0,0,0,0,0,40.40528629999999,-3.6072004,138000
795,1,0,79.0,3,1.0,1.0,1,0,0,0,1,0,0,40.40528629999999,-3.6072004,149000
796,0,0,58.0,1,1.0,-1.0,1,0,0,0,0,0,0,40.40528629999999,-3.6072004,130000
800,0,0,84.0,2,2.0,2.0,1,1,1,1,0,0,1,40.404289,-3.5466159,240000
806,0,0,63.0,2,1.0,5.0,1,0,0,0,0,0,0,40.4058276,-3.6051718,118000
807,0,0,112.0,3,2.0,2.0,1,1,0,1,0,0,1,40.401583333333,-3.5990944444444,375000
808,0,0,98.0,3,2.0,3.0,1,1,1,0,1,0,0,40.401583333333,-3.5990944444444,290000
810,0,0,70.0,3,1.0,3.0,1,0,0,1,1,0,0,40.40528629999999,-3.6072004,143000
811,0,0,69.0,3,1.0,0.0,0,0,0,0,1,0,0,40.4058276,-3.6051718,126000
815,0,0,69.0,3,1.0,3.0,1,0,0,0,0,0,0,40.40528629999999,-3.6072004,143000
819,0,0,63.0,3,1.0,4.0,1,0,0,0,0,0,0,40.4058276,-3.6051718,130000
821,0,0,92.0,3,1.0,2.0,1,0,0,0,0,0,0,40.40528629999999,-3.6072004,175000
825,0,0,65.0,3,1.0,3.0,1,0,0,0,1,0,0,40.4058276,-3.6051718,145000
828,0,0,65.0,3,1.0,4.0,1,0,0,1,1,0,0,40.4058276,-3.6051718,125000
832,0,0,50.0,1,1.0,0.0,1,0,1,1,0,0,0,40.40528629999999,-3.6072004,99900
834,0,0,63.0,3,1.0,3.0,1,0,0,0,1,0,0,40.4058276,-3.6051718,147000
838,0,0,50.0,1,1.0,1.0,1,1,1,1,1,1,0,40.40528629999999,-3.6072004,220000
841,0,0,110.0,3,2.0,0.0,1,1,1,0,0,0,0,40.401583333333,-3.5990944444444,285000
842,0,0,110.0,3,2.0,0.5,1,1,1,0,0,0,0,40.401583333333,-3.5990944444444,285000
844,0,0,64.0,3,1.0,4.0,1,0,0,0,0,0,0,40.4058276,-3.6051718,125000
845,0,0,53.0,2,1.0,0.0,1,0,0,0,1,0,0,40.40528629999999,-3.6072004,165000
847,0,0,60.0,3,2.0,1.0,1,0,0,0,0,0,0,40.4058276,-3.6051718,125000
851,0,0,70.0,2,1.0,3.0,1,0,0,0,1,0,0,40.40528629999999,-3.6072004,145000
852,0,0,55.0,1,1.0,4.0,1,1,0,1,0,0,1,40.401583333333,-3.5990944444444,180000
853,0,0,60.0,2,1.0,4.0,1,0,0,0,1,0,0,40.4058276,-3.6051718,110000
854,0,0,58.0,2,1.0,3.0,1,1,0,0,1,0,0,40.40528629999999,-3.6072004,155000
856,1,0,65.0,3,1.0,2.0,1,0,0,0,1,0,0,40.40528629999999,-3.6072004,129000
867,0,0,60.0,2,1.0,4.0,1,0,0,0,1,0,0,40.4058276,-3.6051718,115000
869,1,0,62.0,3,1.0,4.0,1,0,0,0,0,0,0,40.40528629999999,-3.6072004,120000
886,0,0,60.0,2,1.0,4.0,1,0,1,0,1,0,0,40.4058276,-3.6051718,115000
888,0,0,75.0,3,2.0,2.0,1,1,1,1,0,0,0,40.401583333333,-3.5990944444444,290000
889,0,0,91.0,2,2.0,2.0,1,1,1,0,0,0,1,40.401583333333,-3.5990944444444,275000
906,0,0,65.0,2,1.0,2.0,1,0,0,0,1,0,0,40.40528629999999,-3.6072004,118000
918,0,0,90.0,2,1.0,1.0,1,1,1,1,0,0,1,40.401583333333,-3.5990944444444,260000
919,0,0,55.0,1,1.0,0.0,1,0,0,0,0,0,0,40.4058276,-3.6051718,115000
920,0,0,56.0,1,1.0,-1.0,1,0,0,0,0,0,0,40.40528629999999,-3.6072004,130000
921,0,0,67.0,2,1.0,0.0,1,1,0,0,1,0,0,40.4058276,-3.6051718,140000
923,0,0,52.0,2,1.0,0.0,1,1,0,0,1,0,0,40.4058276,-3.6051718,140000
925,1,0,52.0,3,1.0,4.0,1,0,0,0,0,0,0,40.40528629999999,-3.6072004,135000
928,0,0,88.0,3,2.0,3.0,1,1,1,1,0,0,0,40.4058276,-3.6051718,290000
933,0,0,70.0,3,1.0,3.0,1,0,0,1,1,0,0,40.40528629999999,-3.6072004,143000
947,0,0,66.0,3,1.0,4.0,1,1,0,0,1,0,0,40.4058276,-3.6051718,155000
950,0,0,45.0,1,1.0,3.0,1,1,1,1,0,0,1,40.36923675,-3.61257634577546,175000
952,0,0,90.0,3,2.0,1.0,1,0,0,0,1,0,0,40.3773477,-3.6217118,198000
964,0,0,60.0,1,1.0,5.0,1,1,1,1,0,0,1,40.36923675,-3.61257634577546,185000
967,0,0,65.0,2,1.0,2.0,1,0,0,0,0,0,0,40.3773477,-3.6217118,118000
971,0,0,79.0,2,2.0,1.0,1,1,1,1,0,0,0,40.36923675,-3.61257634577546,195000
974,0,0,72.0,2,1.0,2.0,1,0,0,0,1,0,0,40.3773477,-3.6217118,125000
977,0,0,99.0,2,2.0,2.0,1,1,1,1,1,0,1,40.36923675,-3.61257634577546,295000
981,0,0,69.0,2,1.0,2.0,1,1,0,1,1,0,0,40.3773477,-3.6217118,179000
987,1,0,82.0,3,1.0,2.0,1,0,0,0,1,0,0,40.3773477,-3.6217118,139000
994,0,1,67.0,2,2.0,2.0,1,1,1,1,1,0,1,40.36923675,-3.61257634577546,199000
1004,0,0,93.0,3,1.0,2.0,1,1,0,0,0,0,0,40.3829244,-3.6117674,199000
1010,0,0,70.0,1,1.0,0.0,1,1,1,1,0,0,0,40.36923675,-3.61257634577546,210000
1013,0,0,76.0,1,1.0,2.0,1,1,1,1,1,0,1,40.36923675,-3.61257634577546,185000
1015,0,0,76.0,3,1.0,2.0,1,0,0,0,1,0,0,40.3829244,-3.6117674,155000
1017,0,0,71.0,2,1.0,3.0,1,0,0,0,0,0,0,40.3773477,-3.6217118,110000
1022,0,0,51.0,2,1.0,1.0,1,1,0,0,0,0,0,40.3773477,-3.6217118,159000
1023,0,0,46.0,1,1.0,2.0,1,1,0,1,0,0,1,40.36923675,-3.61257634577546,155000
1029,0,0,54.0,1,2.0,1.0,1,1,1,1,0,0,1,40.36923675,-3.61257634577546,185000
1039,0,0,60.0,1,1.0,1.0,1,1,1,1,0,0,1,40.36923675,-3.61257634577546,200000
1042,0,0,70.0,3,2.0,1.0,1,1,0,1,0,0,0,40.3773477,-3.6217118,179000
1044,0,0,73.0,3,1.0,1.0,1,0,0,0,1,0,0,40.3773477,-3.6217118,129900
1045,0,0,71.0,2,1.0,3.0,1,0,0,0,0,0,0,40.3773477,-3.6217118,110000
1049,0,0,60.0,2,1.0,3.0,1,0,0,0,1,0,0,40.3773477,-3.6217118,100000
1060,0,0,85.0,2,1.0,3.0,1,1,1,1,0,0,1,40.36923675,-3.61257634577546,240000
1061,0,0,55.0,1,1.0,4.0,1,1,1,0,0,0,1,40.36923675,-3.61257634577546,135000
1075,0,0,54.0,1,1.0,1.0,1,1,1,1,0,0,1,40.36923675,-3.61257634577546,160000
1087,0,0,57.0,1,1.0,2.0,1,1,1,1,1,0,0,40.36923675,-3.61257634577546,159000
1089,0,0,79.0,2,1.0,5.0,0,1,1,1,0,0,1,40.36923675,-3.61257634577546,230000
1090,0,0,63.0,1,1.0,4.0,1,1,0,0,0,0,1,40.36923675,-3.61257634577546,180000
1091,0,0,82.0,3,1.0,2.0,1,1,1,0,1,0,0,40.3773477,-3.6217118,170000
1093,0,0,70.0,1,1.0,0.0,1,1,1,1,0,0,0,40.36923675,-3.61257634577546,210000
1095,0,0,90.0,2,2.0,0.0,1,1,1,1,0,0,0,40.36923675,-3.61257634577546,180000
1096,0,0,95.0,2,2.0,2.0,1,1,1,1,0,0,1,40.36923675,-3.61257634577546,275000
1104,0,0,60.0,1,1.0,1.0,1,1,1,1,0,0,1,40.36923675,-3.61257634577546,170000
1107,0,1,104.0,3,2.0,5.0,1,1,1,1,0,0,1,40.36923675,-3.61257634577546,265300
1112,0,1,107.0,3,2.0,5.0,1,1,1,1,0,0,1,40.36923675,-3.61257634577546,268914
1113,0,1,107.0,3,2.0,4.0,1,1,1,1,0,0,1,40.36923675,-3.61257634577546,268914
1118,1,0,56.0,2,1.0,0.0,1,1,0,0,0,0,0,40.3829244,-3.6117674,99000
1126,0,0,54.0,2,1.0,1.0,1,0,0,0,0,0,0,40.3773477,-3.6217118,130000
1127,0,0,62.0,1,1.0,1.0,0,1,1,1,0,0,1,40.36923675,-3.61257634577546,175000
